sample_id,load_time,p2p_edge_time,comment
6468131,0.8021278381347656,0.3767111301422119,11_15-loadfailedsamples-80gigsdb-allcores-nopool-46644_finalerrorlogrow
7887871,0.6447651386260986,0.29763078689575195,11_15-loadfailedsamples-80gigsdb-allcores-nopool-46644_finalerrorlogrow
9176231,1.0488054752349854,0.4629850387573242,11_15-loadfailedsamples-80gigsdb-allcores-nopool-46644_finalerrorlogrow
6046811,0.5845215320587158,0.2430894374847412,11_15-loadfailedsamples-80gigsdb-allcores-nopool-46644_finalerrorlogrow
3216001,1.2359340190887451,0.5611286163330078,11_15-loadfailedsamples-80gigsdb-allcores-nopool-46644_finalerrorlogrow
1754761,0.6220417022705078,0.2262580394744873,11_15-loadfailedsamples-80gigsdb-allcores-nopool-46644_finalerrorlogrow
6021781,0.4924602508544922,0.25672149658203125,11_15-loadfailedsamples-80gigsdb-allcores-nopool-46644_finalerrorlogrow
6035251,0.6219897270202637,0.31148719787597656,11_15-loadfailedsamples-80gigsdb-allcores-nopool-46644_finalerrorlogrow
7314491,0.5440666675567627,0.3534667491912842,11_15-loadfailedsamples-80gigsdb-allcores-nopool-46644_finalerrorlogrow
7909871,1.455484390258789,0.8591060638427734,11_15-loadfailedsamples-80gigsdb-allcores-nopool-46644_finalerrorlogrow
6238971,0.6480381488800049,0.18220782279968262,11_15-loadfailedsamples-80gigsdb-allcores-nopool-46644_finalerrorlogrow
357661,0.8372414112091064,0.47917699813842773,11_15-loadfailedsamples-80gigsdb-allcores-nopool-46644_finalerrorlogrow
1021571,1.058044672012329,0.6165633201599121,11_15-loadfailedsamples-80gigsdb-allcores-nopool-46644_finalerrorlogrow
7467621,1.7446563243865967,1.089691400527954,11_15-loadfailedsamples-80gigsdb-allcores-nopool-46644_finalerrorlogrow
EARTH_3300026280_33,0.5833771228790283,0.3060877323150635,11_15-loadfailedsamples-80gigsdb-allcores-nopool-46644_finalerrorlogrow
820461,0.5149648189544678,0.2910921573638916,11_15-loadfailedsamples-80gigsdb-allcores-nopool-46644_finalerrorlogrow
GUT_GENOME243986,0.6862084865570068,0.30671048164367676,11_15-loadfailedsamples-80gigsdb-allcores-nopool-46644_finalerrorlogrow
7886381,1.5387377738952637,0.7966949939727783,11_15-loadfailedsamples-80gigsdb-allcores-nopool-46644_finalerrorlogrow
2352051,1.1428635120391846,0.6732254028320312,11_15-loadfailedsamples-80gigsdb-allcores-nopool-46644_finalerrorlogrow
6926851,1.3051848411560059,0.590703010559082,11_15-loadfailedsamples-80gigsdb-allcores-nopool-46644_finalerrorlogrow
5982911,0.7302577495574951,0.38109588623046875,11_15-loadfailedsamples-80gigsdb-allcores-nopool-46644_finalerrorlogrow
1409681,0.6257867813110352,0.27960944175720215,11_15-loadfailedsamples-80gigsdb-allcores-nopool-46644_finalerrorlogrow
766801,1.5301649570465088,0.9200026988983154,11_15-loadfailedsamples-80gigsdb-allcores-nopool-46644_finalerrorlogrow
EARTH_3300025593_7,0.8023571968078613,0.437100887298584,11_15-loadfailedsamples-80gigsdb-allcores-nopool-46644_finalerrorlogrow
7546821,1.1490323543548584,0.5760378837585449,11_15-loadfailedsamples-80gigsdb-allcores-nopool-46644_finalerrorlogrow
42828,2.1036946773529053,1.3118865489959717,11_15-loadfailedsamples-80gigsdb-allcores-nopool-46644_finalerrorlogrow
1246671,0.4427180290222168,0.3074648380279541,11_15-loadfailedsamples-80gigsdb-allcores-nopool-46644_finalerrorlogrow
