recid,hash,chash,start,end
DACPHF010000001.1,50c84e31d02ddca9fd54,565d369add045a356fe9,134384,135367
DACPHF010000001.1,bcbc33adbccfc85bcbb2,565d369add045a356fe9,135394,136293
DACPHF010000001.1,321be8d11b91dbd2196c,565d369add045a356fe9,136544,137758
DACPHF010000001.1,6f8e2aab85d4bc55d6d9,565d369add045a356fe9,137941,138117
DACPHF010000001.1,3083180faee6a93b0729,565d369add045a356fe9,138288,138938
DACPHF010000001.1,76fd06581056256e0de1,565d369add045a356fe9,139118,140380
DACPHF010000001.1,33f5d6d8adc437ee79a2,565d369add045a356fe9,140587,141972
DACPHF010000001.1,84382f6e37e9cc047b8d,565d369add045a356fe9,141982,142989
DACPHF010000001.1,e4800973d2884b71ef61,565d369add045a356fe9,142970,144052
DACPHF010000001.1,c38534f7a23e923e23a9,565d369add045a356fe9,144302,145873
DACPHF010000001.1,b53c586a968c88f5dd5e,565d369add045a356fe9,146019,146567
DACPHF010000001.1,97fc7df226d3e22cb2a9,565d369add045a356fe9,146631,147287
DACPHF010000001.1,053f70882e8fea2103c8,565d369add045a356fe9,147281,147955
DACPHF010000001.1,dc0baee2c5132dc07a75,565d369add045a356fe9,148128,148526
DACPHF010000001.1,cb99dd03be6a36550dec,565d369add045a356fe9,148888,150006
DACPHF010000001.1,b48a627f1e97687a57c1,565d369add045a356fe9,150108,150641
DACPHF010000001.1,65a5644d9270df2f40db,565d369add045a356fe9,150651,151934
DACPHF010000001.1,3947e6ad5434ae2cef64,565d369add045a356fe9,152041,153396
DACPHF010000001.1,00b5e149718c6f778e2b,565d369add045a356fe9,153389,154027
DACPHF010000001.1,bd4201d8b3c8fa1f23f9,565d369add045a356fe9,154029,154508
DACPHF010000001.1,464c84873dd02c67883b,565d369add045a356fe9,154883,156487
DACPHF010000001.1,bede989977a0254d63c5,565d369add045a356fe9,156652,157935
DACPHF010000001.1,a2e5236d9915c7b322c0,565d369add045a356fe9,158190,158495
DACPHF010000001.1,7018f1df9fced56cc5dc,565d369add045a356fe9,158583,159914
DACPHF010000001.1,867ccbf91ab5f1ed6683,565d369add045a356fe9,159961,160296
DACPHF010000001.1,b2d83c7a6924c75f6211,565d369add045a356fe9,160278,161600
DACPHF010000001.1,5ecb2f2ee4adb2aa41e3,565d369add045a356fe9,161623,162381
DACPHF010000001.1,9ed8b4a91f8d75990bf6,565d369add045a356fe9,162482,163504
DACPHF010000001.1,649a61c516f2eaf97bba,565d369add045a356fe9,163650,165815
DACPHF010000001.1,502a20004877d47c0c7e,565d369add045a356fe9,165834,167471
DACPHF010000001.1,a3d8586b5919e785e0ab,565d369add045a356fe9,167876,169759
DACPHF010000001.1,47eeac6a8a6a5a0b4b8d,565d369add045a356fe9,169898,170599
DACPHF010000001.1,cdda9da4a69a52a8381c,565d369add045a356fe9,170605,172494
DACPHF010000001.1,49ecb8c9734fce00777e,565d369add045a356fe9,172799,173989
DACPHF010000001.1,85c5c3a028b54e27e0e4,565d369add045a356fe9,174358,175809
DACPHF010000001.1,4defddd9b3671fead379,565d369add045a356fe9,176345,177193
DACPHF010000001.1,805448db1dc10165eeb8,565d369add045a356fe9,177259,178659
DACPHF010000001.1,cbd2254b9b1535f956ab,565d369add045a356fe9,178806,180437
DACPHF010000001.1,cf519a07229fa242ba37,565d369add045a356fe9,180841,181203
DACPHF010000001.1,93e9a8856b713199f30c,565d369add045a356fe9,181292,182653
DACPHF010000001.1,69d35f16aae89a28bf83,565d369add045a356fe9,182746,183999
DACPHF010000001.1,9939eae919796cc1e5b6,565d369add045a356fe9,184298,184912
DACPHF010000001.1,acd69db79f3f63f0afca,565d369add045a356fe9,185109,186485
DACPHF010000001.1,0f12c864c9e115048a8b,565d369add045a356fe9,186661,188178
DACPHF010000001.1,b29c7b515015d277202f,565d369add045a356fe9,188327,188512
DACPHF010000001.1,9e1592fedc3641a124a0,565d369add045a356fe9,188737,190110
DACPHF010000001.1,531a62d0e80b9e7cc524,565d369add045a356fe9,190107,191126
DACPHF010000001.1,d859e61a4a3d8c6162f2,565d369add045a356fe9,191240,192781
DACPHF010000001.1,7e4337b56c8e3c3fc437,565d369add045a356fe9,192781,193356
DACPHF010000001.1,51c3e8cc81fcb67dd8f1,565d369add045a356fe9,193451,193924
DACPHF010000001.1,73142319ad1e4be6c525,565d369add045a356fe9,193992,194870
DACPHF010000001.1,f68d187c35b4bc03af06,565d369add045a356fe9,194991,196214
DACPHF010000001.1,fa8533e982af2b0f9f80,565d369add045a356fe9,196326,197957
DACPHF010000001.1,1776b5e22b261070d657,565d369add045a356fe9,198339,199754
DACPHF010000001.1,4b72a39909ccaf413829,565d369add045a356fe9,199764,201113
DACPHF010000001.1,61c947d1a7e4921eaaad,565d369add045a356fe9,201082,201558
DACPHF010000001.1,3f4262b4dd34368ef3cd,565d369add045a356fe9,201586,202506
DACPHF010000001.1,8209d9fd17c975fcf26a,565d369add045a356fe9,202604,203377
DACPHF010000001.1,671faa766b57029be4f3,565d369add045a356fe9,203590,204912
DACPHF010000001.1,2d34b9ee7f8a957e33a4,565d369add045a356fe9,204938,205642
DACPHF010000001.1,b4354ede27b605864cdc,565d369add045a356fe9,206018,209089
DACPHF010000001.1,7f51cb724b29bca70ea6,565d369add045a356fe9,209170,209367
DACPHF010000001.1,980c8e7d7c65dbdf0cf4,565d369add045a356fe9,209364,209846
DACPHF010000001.1,6eebfe2b410fb322de5d,565d369add045a356fe9,210345,211319
DACPHF010000001.1,43860d975b272f98daf5,565d369add045a356fe9,211525,213033
DACPHF010000001.1,53d54db39f7c0328a118,565d369add045a356fe9,213044,214051
DACPHF010000001.1,c202eb5a5c8a5641de6f,565d369add045a356fe9,214461,215099
DACPHF010000001.1,c50a86934489872e0dde,565d369add045a356fe9,215450,216247
DACPHF010000001.1,1fd15d2f0a2cb18eb87f,565d369add045a356fe9,216398,217927
DACPHF010000001.1,9f65651e564b6494ec65,565d369add045a356fe9,217937,218434
DACPHF010000001.1,d44a3df661d200dfc19f,565d369add045a356fe9,218686,219657
DACPHF010000001.1,399fa1599bed57993dac,565d369add045a356fe9,220290,220994
DACPHF010000001.1,73fc902ae3d820c5bf1c,565d369add045a356fe9,221005,221901
DACPHF010000001.1,e252dd23442231a6f020,565d369add045a356fe9,222077,223210
DACPHF010000001.1,f72a83bf93600b53f4f6,565d369add045a356fe9,223140,223274
DACPHF010000001.1,52cedb22e65689fe9fd5,565d369add045a356fe9,223306,225912
DACPHF010000001.1,c7aebab602b188522479,565d369add045a356fe9,225921,227123
DACPHF010000001.1,69c853ec63f23f3442d2,565d369add045a356fe9,227128,229005
DACPHF010000001.1,218ad84c61ecc01035ca,565d369add045a356fe9,229179,229655
DACPHF010000001.1,4ab244f4ea1ba05604b6,565d369add045a356fe9,229685,231133
DACPHF010000001.1,3fdba8f301cc43ef7e03,565d369add045a356fe9,231199,232305
DACPHF010000001.1,77ff0ac37ce52c61a756,565d369add045a356fe9,232765,233838
DACPHF010000001.1,dc85dcbc4e7a46825208,565d369add045a356fe9,233831,234967
DACPHF010000001.1,4ab1ff63f958af9fd89e,565d369add045a356fe9,234974,235993
DACPHF010000001.1,ebb16f242d57fc1c2cab,565d369add045a356fe9,235993,236637
DACPHF010000001.1,b3c499253790b25e4762,565d369add045a356fe9,236619,237758
DACPHF010000001.1,1aa899640e76ac74c6f4,565d369add045a356fe9,237880,241875
DACPHF010000001.1,fafb9e950cb056fd8131,565d369add045a356fe9,241981,242454
DACPHF010000001.1,5fd09ab1baec3b5ab62d,565d369add045a356fe9,243105,246035
DACPHF010000001.1,12ea0a51519a85ec5248,565d369add045a356fe9,246077,247270
DACPHF010000001.1,b9f535dcfc5918470964,565d369add045a356fe9,247516,247791
DACPHF010000001.1,3136fb470c829980ac7c,565d369add045a356fe9,247857,248186
DACPHF010000001.1,179595e511b8476ddf61,565d369add045a356fe9,248300,248971
DACPHF010000001.1,bed68c52511f8d78c2b2,565d369add045a356fe9,249216,249971
DACPHF010000001.1,3a75c26352cd15d35f43,565d369add045a356fe9,249994,251091
DACPHF010000001.1,5c70082a3626e615f2f4,565d369add045a356fe9,251094,252299
DACPHF010000001.1,2f321cddfcc3a1b59a0e,565d369add045a356fe9,252425,253453
DACPHF010000001.1,45557e88f242369cb0aa,565d369add045a356fe9,253908,254846
DACPHF010000001.1,67b9939378f7d5e14e6e,565d369add045a356fe9,254912,255733
DACPHF010000001.1,ebeba2564a4542481bf8,565d369add045a356fe9,255879,256031
DACPHF010000001.1,5c263d1c84f9784729a8,565d369add045a356fe9,256096,256746
DACPHF010000001.1,5f00084b9cbbe9c1dc2d,565d369add045a356fe9,256759,257454
DACPHF010000001.1,0fe597fe746611396841,565d369add045a356fe9,257426,259372
DACPHF010000001.1,7032abf1457f880a2c1e,565d369add045a356fe9,259624,259848
DACPHF010000001.1,8737de30a6191cb85d8e,565d369add045a356fe9,260005,261021
DACPHF010000001.1,f0a09be51ebc3d016728,565d369add045a356fe9,261018,262349
DACPHF010000001.1,d6800ca44787085f8a27,565d369add045a356fe9,262400,263080
DACPHF010000001.1,da4575a9808cd1f48eef,565d369add045a356fe9,263475,264632
DACPHF010000001.1,8d4bbd77bc7e084e8e7c,565d369add045a356fe9,264744,267572
DACPHF010000001.1,780ce96aef3c8bf0f37e,565d369add045a356fe9,267632,269527
DACPHF010000001.1,d683d555471e8c3c865f,565d369add045a356fe9,269527,270159
DACPHF010000001.1,8d59461e7fcc144603e9,565d369add045a356fe9,270697,272280
DACPHF010000001.1,f7d4d999f90394ae12e3,565d369add045a356fe9,272298,272828
DACPHF010000001.1,1a6ef12e5e5a0b2bfc33,565d369add045a356fe9,272884,273012
DACPHF010000001.1,261c527c1683dcabb55c,565d369add045a356fe9,273114,273572
DACPHF010000001.1,8d7dbd59f6eac0d6dc7d,565d369add045a356fe9,273625,273975
DACPHF010000001.1,d5f3cf2bbe72b7d168a1,565d369add045a356fe9,274177,278106
DACPHF010000001.1,1ef931001e48e6db7581,565d369add045a356fe9,278246,278728
DACPHF010000001.1,e5249835801166a6b569,565d369add045a356fe9,278945,280297
DACPHF010000001.1,003f6003c0f7202c1701,565d369add045a356fe9,280422,281438
DACPHF010000001.1,1fcf1a1e83293c48dbe7,565d369add045a356fe9,281831,282781
DACPHF010000001.1,431aa047fb2869b49d65,565d369add045a356fe9,282868,284274
DACPHF010000001.1,3ad081abb6b214fee036,565d369add045a356fe9,284430,285944
DACPHF010000001.1,c22e66bf7d6ceca8d161,565d369add045a356fe9,286090,286404
DACPHF010000001.1,845f3e7460d6a2215db7,565d369add045a356fe9,286459,287694
DACPHF010000001.1,1c44a708f0ad0fb80c2d,565d369add045a356fe9,287702,288082
DACPHF010000001.1,c95c37151f8fd56700a9,565d369add045a356fe9,288075,288335
DACPHF010000001.1,0c40bf13c122d5bbd753,565d369add045a356fe9,288325,290610
DACPHF010000001.1,042763d2bbeca0efee6d,565d369add045a356fe9,290607,290978
DACPHF010000001.1,8ec0c581c735bdbd44af,565d369add045a356fe9,290978,291823
DACPHF010000001.1,a570396a74738e154faf,565d369add045a356fe9,291834,292490
DACPHF010000001.1,3a4975fa10fdeef97a22,565d369add045a356fe9,292477,293553
DACPHF010000001.1,124dc3eb1e26b0938de8,565d369add045a356fe9,293574,295136
DACPHF010000001.1,248ed2c99a561c69e6b4,565d369add045a356fe9,295149,297074
DACPHF010000002.1,f1a37fd5250969d9db1b,1e261a3f93e7f0a33e0c,66,833
DACPHF010000002.1,ed57f90b81d4e2338c75,1e261a3f93e7f0a33e0c,824,1798
DACPHF010000002.1,623df3c698e3a95d338b,1e261a3f93e7f0a33e0c,1791,2429
DACPHF010000002.1,8b1469c6556420d358ba,1e261a3f93e7f0a33e0c,2426,3442
DACPHF010000002.1,6d41cf949d2b5b52aa93,1e261a3f93e7f0a33e0c,3439,4242
DACPHF010000002.1,ad9a3f67494430229a9f,1e261a3f93e7f0a33e0c,4320,5564
DACPHF010000002.1,573a69dfe6cc9649703c,1e261a3f93e7f0a33e0c,5653,5889
DACPHF010000002.1,f04d0cb09f955984308c,1e261a3f93e7f0a33e0c,6125,6871
DACPHF010000002.1,c38d7b672e8aae0ad30f,1e261a3f93e7f0a33e0c,6887,7810
DACPHF010000002.1,abd2877c597923e65e05,1e261a3f93e7f0a33e0c,7880,8830
DACPHF010000002.1,8c7086851118dae4899e,1e261a3f93e7f0a33e0c,8836,9861
DACPHF010000002.1,82ba59b50a722d22a794,1e261a3f93e7f0a33e0c,9871,10041
DACPHF010000002.1,e70fc59ddbd889b159f4,1e261a3f93e7f0a33e0c,10076,10600
DACPHF010000002.1,6b3b5d15902f72540a05,1e261a3f93e7f0a33e0c,10748,11329
DACPHF010000002.1,425f0adeb81eac3165dd,1e261a3f93e7f0a33e0c,11430,12377
DACPHF010000002.1,5ced55a2cc5cb485910a,1e261a3f93e7f0a33e0c,12989,16147
DACPHF010000002.1,0ca742d3adc56bc0b837,1e261a3f93e7f0a33e0c,16501,18060
DACPHF010000002.1,dc1b195c7f2c774285d7,1e261a3f93e7f0a33e0c,18178,19053
DACPHF010000002.1,bbe116935785ed5c9d6b,1e261a3f93e7f0a33e0c,19163,21847
DACPHF010000002.1,21d96158fa2be343f029,1e261a3f93e7f0a33e0c,22474,23112
DACPHF010000002.1,f58a9bcf08b2c8923d7c,1e261a3f93e7f0a33e0c,23202,24314
DACPHF010000002.1,6f8b9caaf6e11a9cf804,1e261a3f93e7f0a33e0c,24739,26184
DACPHF010000002.1,11dd987715c883b79919,1e261a3f93e7f0a33e0c,26219,27424
DACPHF010000002.1,fa759a0fa207c448561b,1e261a3f93e7f0a33e0c,27587,28588
DACPHF010000002.1,41ecc103cfc0517a0b44,1e261a3f93e7f0a33e0c,28673,28888
DACPHF010000002.1,9bcf973b6a88e48447cb,1e261a3f93e7f0a33e0c,28923,30725
DACPHF010000002.1,d299e0d7c5b0e8305d79,1e261a3f93e7f0a33e0c,31183,32103
DACPHF010000002.1,ee27f926eb875e7c4521,1e261a3f93e7f0a33e0c,32124,34067
DACPHF010000002.1,aabf5ef9404821d56e9c,1e261a3f93e7f0a33e0c,34152,34484
DACPHF010000002.1,d89524cde1eb90e1c91e,1e261a3f93e7f0a33e0c,34736,35320
DACPHF010000002.1,5ceb149e2cdd31554a5a,1e261a3f93e7f0a33e0c,35435,35938
DACPHF010000002.1,2f63b2ce6ea2fcae1509,1e261a3f93e7f0a33e0c,36316,36987
DACPHF010000002.1,432e019533dabc56082a,1e261a3f93e7f0a33e0c,37000,37746
DACPHF010000002.1,5c09df62757199642fdc,1e261a3f93e7f0a33e0c,37817,39031
DACPHF010000002.1,c0ffe2460e81ef00c427,1e261a3f93e7f0a33e0c,39034,39510
DACPHF010000002.1,2ea83e48c893c31eb0cc,1e261a3f93e7f0a33e0c,39507,40061
DACPHF010000002.1,fa240fea174a4e2501bf,1e261a3f93e7f0a33e0c,40062,42017
DACPHF010000002.1,649b83380989cd862ced,1e261a3f93e7f0a33e0c,42014,42496
DACPHF010000002.1,5339dfe6d36f9f65679b,1e261a3f93e7f0a33e0c,42493,42699
DACPHF010000002.1,510a5907264c600f093c,1e261a3f93e7f0a33e0c,42699,43451
DACPHF010000002.1,325af3499a2fc06b4ac2,1e261a3f93e7f0a33e0c,43542,44210
DACPHF010000002.1,311ed2e6926e9a98c499,1e261a3f93e7f0a33e0c,44207,44830
DACPHF010000002.1,8233abb9a60e8b0a940d,1e261a3f93e7f0a33e0c,45204,45683
DACPHF010000002.1,5b954c9e28cdae97b2be,1e261a3f93e7f0a33e0c,45683,46177
DACPHF010000002.1,682c7dcf0e5d0e5424bf,1e261a3f93e7f0a33e0c,46216,47232
DACPHF010000002.1,0923062b5220cd8ed016,1e261a3f93e7f0a33e0c,47225,48001
DACPHF010000002.1,c158dd9bf21998960e93,1e261a3f93e7f0a33e0c,48011,49144
DACPHF010000002.1,0b15d8556719b62cddef,1e261a3f93e7f0a33e0c,49171,51528
DACPHF010000002.1,8fcfe436ddde05c0113b,1e261a3f93e7f0a33e0c,51538,52257
DACPHF010000002.1,258a8b64f30be9c2f30a,1e261a3f93e7f0a33e0c,52313,52693
DACPHF010000002.1,25d88c0f63979c65cb30,1e261a3f93e7f0a33e0c,52727,53461
DACPHF010000002.1,4784fee41ecb2c1756a2,1e261a3f93e7f0a33e0c,53454,54341
DACPHF010000002.1,e487a26546aea0857d27,1e261a3f93e7f0a33e0c,54355,55842
DACPHF010000002.1,d3a3e7a5f741006555dc,1e261a3f93e7f0a33e0c,55877,57970
DACPHF010000002.1,e1a855636777497b47e0,1e261a3f93e7f0a33e0c,58302,58769
DACPHF010000002.1,d2c05e18516e7e21a168,1e261a3f93e7f0a33e0c,58967,61738
DACPHF010000002.1,64bf1cf3f4a8d22bebeb,1e261a3f93e7f0a33e0c,61735,62331
DACPHF010000002.1,803f2b11c8b97d64ca5e,1e261a3f93e7f0a33e0c,62486,64264
DACPHF010000002.1,eeedc2094c144513c763,1e261a3f93e7f0a33e0c,64370,64798
DACPHF010000002.1,46068c1a37c6d30a9eac,1e261a3f93e7f0a33e0c,65060,65290
DACPHF010000002.1,c9920aef72d50c19eacf,1e261a3f93e7f0a33e0c,65287,67563
DACPHF010000002.1,7ab1f208ae06feb51eed,1e261a3f93e7f0a33e0c,67560,67790
DACPHF010000002.1,0b25e1ce92c0358dc932,1e261a3f93e7f0a33e0c,68562,71906
DACPHF010000002.1,905223de886f81da506b,1e261a3f93e7f0a33e0c,72109,72993
DACPHF010000002.1,f117478a1239a83cc841,1e261a3f93e7f0a33e0c,73077,73865
DACPHF010000002.1,46e792f626b0fa6809e5,1e261a3f93e7f0a33e0c,73822,74640
DACPHF010000002.1,48dc183d92ccfdfdb23c,1e261a3f93e7f0a33e0c,74747,75619
DACPHF010000002.1,d56f40ca50af5b241d54,1e261a3f93e7f0a33e0c,75619,76785
DACPHF010000002.1,21e6c80ff6953c7bed22,1e261a3f93e7f0a33e0c,76953,78167
