bait_id	protein_id	dist	info
6ecda0c3a070013e23d04c0014e2ecc24c36eb9181e97bc88cca3c3b4676515b	b97b17c07559c8f5d17d92015f233be51638a3539c98d94089c1b34eb1bdb21e	780	TIGR01587|Cas3_0_I;1.5e-11;CP049504.1:1221935-1223995
6ecda0c3a070013e23d04c0014e2ecc24c36eb9181e97bc88cca3c3b4676515b	676bb38bc468fe6d6f638dfdeeab9a3e80182069e1c471134d9183b1524be453	1759	TIGR01587|Cas3_0_I;1.5e-11;CP049504.1:1221935-1223995
6ecda0c3a070013e23d04c0014e2ecc24c36eb9181e97bc88cca3c3b4676515b	607043a8e7fb0b3be98b839c0e99dd8e905a773a59a63e6c08a19cac049ed29c	2678	TIGR01587|Cas3_0_I;1.5e-11;CP049504.1:1221935-1223995
6ecda0c3a070013e23d04c0014e2ecc24c36eb9181e97bc88cca3c3b4676515b	bed48dacd3ff6a23627362d4493eee1821f67341ab53a9e35d9c9030d8073688	3847	TIGR01587|Cas3_0_I;1.5e-11;CP049504.1:1221935-1223995
6ecda0c3a070013e23d04c0014e2ecc24c36eb9181e97bc88cca3c3b4676515b	91c97edcb4cfd54d2784bbadd8e81f05d554c570a9e41ed80b463254f1005bed	4196	TIGR01587|Cas3_0_I;1.5e-11;CP049504.1:1221935-1223995
6ecda0c3a070013e23d04c0014e2ecc24c36eb9181e97bc88cca3c3b4676515b	9e8da077108b41525ecc9402fff743592b9bf71a635eb11b69a5332ee2c8f22b	5074	TIGR01587|Cas3_0_I;1.5e-11;CP049504.1:1221935-1223995
6ecda0c3a070013e23d04c0014e2ecc24c36eb9181e97bc88cca3c3b4676515b	efe7fdb9e57f972e9d5e16a358c3b0ad8ed4c1909476b23cf2ea61f8ff286a1c	8640	TIGR01587|Cas3_0_I;1.5e-11;CP049504.1:1221935-1223995
6ecda0c3a070013e23d04c0014e2ecc24c36eb9181e97bc88cca3c3b4676515b	77739abdd23c4317c996ad129f6151a4459747d60b62d739a790f84623825225	9877	TIGR01587|Cas3_0_I;1.5e-11;CP049504.1:1221935-1223995
0536bd7c798468174930675ded0aa01216869b3e8bb0d605b258479e0e938693	835dca03be7d68342cf0bb1ad42cecfbdbbd18a520e18839b780a8fb0088ad45	9425	C19_Cas3|Cas3_0_CAS-I-D;3e-09;CP049504.1:1532531-1533910
0536bd7c798468174930675ded0aa01216869b3e8bb0d605b258479e0e938693	96db40e826edfd4de66641fa177693341ba32f0f1cd26df4c9795579a83e1c6a	8256	C19_Cas3|Cas3_0_CAS-I-D;3e-09;CP049504.1:1532531-1533910
0536bd7c798468174930675ded0aa01216869b3e8bb0d605b258479e0e938693	50a14940a4dc8d95284de58203ef2abe5979482f7c9c8a6634eddcb04d61549e	6929	C19_Cas3|Cas3_0_CAS-I-D;3e-09;CP049504.1:1532531-1533910
0536bd7c798468174930675ded0aa01216869b3e8bb0d605b258479e0e938693	c4cf6d1cd6d558f599f78ab4c8f84ea9ef609049183a4cdf9c166463d93f3e37	5532	C19_Cas3|Cas3_0_CAS-I-D;3e-09;CP049504.1:1532531-1533910
0536bd7c798468174930675ded0aa01216869b3e8bb0d605b258479e0e938693	97c3b76b6c2330bdcd96989ab6e16f2031a227ce5db8c16efc251a6dfc5bbc37	4161	C19_Cas3|Cas3_0_CAS-I-D;3e-09;CP049504.1:1532531-1533910
0536bd7c798468174930675ded0aa01216869b3e8bb0d605b258479e0e938693	60589aea49b9584e9197885bfb7e0b3f0091cf3138b0f68bebf13d70cc57801e	3116	C19_Cas3|Cas3_0_CAS-I-D;3e-09;CP049504.1:1532531-1533910
0536bd7c798468174930675ded0aa01216869b3e8bb0d605b258479e0e938693	bb5e08890e6573253e52380ab0eae957a6e1b513057e4f44a4eba7ad0f3b79f7	2015	C19_Cas3|Cas3_0_CAS-I-D;3e-09;CP049504.1:1532531-1533910
0536bd7c798468174930675ded0aa01216869b3e8bb0d605b258479e0e938693	e14a48f0fd7ab8838d4eb07df3f0cab953e0d99aa99672087f4f49071913ab34	153	C19_Cas3|Cas3_0_CAS-I-D;3e-09;CP049504.1:1532531-1533910
0536bd7c798468174930675ded0aa01216869b3e8bb0d605b258479e0e938693	c0216bb8b55beeb33fcdf2b32c9bd56282ebff7fc494bd9d26a231e1b63cb1c8	-1051	C19_Cas3|Cas3_0_CAS-I-D;3e-09;CP049504.1:1532531-1533910
0536bd7c798468174930675ded0aa01216869b3e8bb0d605b258479e0e938693	e11ecf53207c0305fa71c84316618cc8ca5fc75420ebbe5369fb4e1a3a9c1769	-1405	C19_Cas3|Cas3_0_CAS-I-D;3e-09;CP049504.1:1532531-1533910
0536bd7c798468174930675ded0aa01216869b3e8bb0d605b258479e0e938693	34a4c03c641dd55b115827950ffd57dd2f5861fa90168e856da684f7492ed605	-2352	C19_Cas3|Cas3_0_CAS-I-D;3e-09;CP049504.1:1532531-1533910
0536bd7c798468174930675ded0aa01216869b3e8bb0d605b258479e0e938693	6d571eb6bdb45b691eaf17c6b9d5c386a0b659313749dc11128f4824bbd1c1e7	-3449	C19_Cas3|Cas3_0_CAS-I-D;3e-09;CP049504.1:1532531-1533910
0536bd7c798468174930675ded0aa01216869b3e8bb0d605b258479e0e938693	e07d0aee2b6b80a3c8ff347b3129ce1725c1c20016b79d8ece06935b608ac4bf	-3779	C19_Cas3|Cas3_0_CAS-I-D;3e-09;CP049504.1:1532531-1533910
0536bd7c798468174930675ded0aa01216869b3e8bb0d605b258479e0e938693	05e40e153d27adcdcb8199144f603fc58f61e2ad1880969457e6e9b8b4852e72	-4733	C19_Cas3|Cas3_0_CAS-I-D;3e-09;CP049504.1:1532531-1533910
0536bd7c798468174930675ded0aa01216869b3e8bb0d605b258479e0e938693	4b730299bb85e107b4b99daf961c342524fb506d6c9b1713cfceecc778001ab2	-5728	C19_Cas3|Cas3_0_CAS-I-D;3e-09;CP049504.1:1532531-1533910
0536bd7c798468174930675ded0aa01216869b3e8bb0d605b258479e0e938693	b4cd7657900839fcdaee8e2c3045da5161082aff00c25481c428ce0be10a3abb	-6665	C19_Cas3|Cas3_0_CAS-I-D;3e-09;CP049504.1:1532531-1533910
0536bd7c798468174930675ded0aa01216869b3e8bb0d605b258479e0e938693	5a4eddf35bb8a6dc3847c126715adcb07e248a03a9fccbbc72504d46773d80cc	-8130	C19_Cas3|Cas3_0_CAS-I-D;3e-09;CP049504.1:1532531-1533910
0536bd7c798468174930675ded0aa01216869b3e8bb0d605b258479e0e938693	340586240c4d0e08d7c9213ff642e63fc06d765a694362b24b4eeb234d8fdad1	-8568	C19_Cas3|Cas3_0_CAS-I-D;3e-09;CP049504.1:1532531-1533910
0536bd7c798468174930675ded0aa01216869b3e8bb0d605b258479e0e938693	cacb211bbf96ae70e86922b9c158142dd6182cb68595cb431af25229d63decba	-8913	C19_Cas3|Cas3_0_CAS-I-D;3e-09;CP049504.1:1532531-1533910
0536bd7c798468174930675ded0aa01216869b3e8bb0d605b258479e0e938693	068a494c674cfa5708aa8740792dfb68ac1108c8934d34b444b61835cad0241a	-9070	C19_Cas3|Cas3_0_CAS-I-D;3e-09;CP049504.1:1532531-1533910
0536bd7c798468174930675ded0aa01216869b3e8bb0d605b258479e0e938693	646952faf157dd8c9dd98b54da9a036127742bae450e458f6a64176b9e02975d	-9459	C19_Cas3|Cas3_0_CAS-I-D;3e-09;CP049504.1:1532531-1533910
cee0b776a3ceb89591bde490bc5ee931bb9522f6d1c4494f7c475efe0947b1f4	4dce9f5ee970e5f577c19ae98ace3d9adfa5f46acb59fd0344747079d5f69c8e	9836	cd09639|Cas3_0_CAS-I;1.5e-13;CP049504.1:1648256-1649602
cee0b776a3ceb89591bde490bc5ee931bb9522f6d1c4494f7c475efe0947b1f4	acb7b7b2d0916a4154ef0b91acb87e404e482afbaf02b851edc5d5eb656556fd	8850	cd09639|Cas3_0_CAS-I;1.5e-13;CP049504.1:1648256-1649602
cee0b776a3ceb89591bde490bc5ee931bb9522f6d1c4494f7c475efe0947b1f4	74b491ba3da3654a27785ff465fba761a15625b5b8a0ada9a93935473f9b1d7c	7206	cd09639|Cas3_0_CAS-I;1.5e-13;CP049504.1:1648256-1649602
cee0b776a3ceb89591bde490bc5ee931bb9522f6d1c4494f7c475efe0947b1f4	49b7584e3a80ad4f22e771a9130054469be4020002278a3192ce1072213e3150	6601	cd09639|Cas3_0_CAS-I;1.5e-13;CP049504.1:1648256-1649602
cee0b776a3ceb89591bde490bc5ee931bb9522f6d1c4494f7c475efe0947b1f4	b1db8b6411d0c2cbe460d72939f455b3096d27e5d05c00754f036a111e06926c	6297	cd09639|Cas3_0_CAS-I;1.5e-13;CP049504.1:1648256-1649602
cee0b776a3ceb89591bde490bc5ee931bb9522f6d1c4494f7c475efe0947b1f4	0067610e34691a014775553ca6f8105af3e08668d61bb9871a85abe0ea55a0ea	4109	cd09639|Cas3_0_CAS-I;1.5e-13;CP049504.1:1648256-1649602
cee0b776a3ceb89591bde490bc5ee931bb9522f6d1c4494f7c475efe0947b1f4	97d990e1583549ea92a2e8c52044ab332903ed0413f2fd4af0d1642edc778c47	3389	cd09639|Cas3_0_CAS-I;1.5e-13;CP049504.1:1648256-1649602
cee0b776a3ceb89591bde490bc5ee931bb9522f6d1c4494f7c475efe0947b1f4	9cb1004674c59c8b0f0a1e5d8cf6769c3f2926af94e912b46e47cce24a82e3a9	2703	cd09639|Cas3_0_CAS-I;1.5e-13;CP049504.1:1648256-1649602
cee0b776a3ceb89591bde490bc5ee931bb9522f6d1c4494f7c475efe0947b1f4	8555d916d1a5438c582a18a46690deb6e4626d8d6db6b0a0eadb998decd7e471	1844	cd09639|Cas3_0_CAS-I;1.5e-13;CP049504.1:1648256-1649602
cee0b776a3ceb89591bde490bc5ee931bb9522f6d1c4494f7c475efe0947b1f4	d7870324260d3b6b265bcc881458eb4697f94c24bbcb9292c622da076d325526	1026	cd09639|Cas3_0_CAS-I;1.5e-13;CP049504.1:1648256-1649602
cee0b776a3ceb89591bde490bc5ee931bb9522f6d1c4494f7c475efe0947b1f4	a57d82bf5902c10f1af07cf16b70aaae8bfcbd1a446aa9586b24b830de5691d1	10	cd09639|Cas3_0_CAS-I;1.5e-13;CP049504.1:1648256-1649602
cee0b776a3ceb89591bde490bc5ee931bb9522f6d1c4494f7c475efe0947b1f4	64065da0392659537972681e07c9f81ae85e1db5a1b3cfff64e41c2bbdca6d2b	-114	cd09639|Cas3_0_CAS-I;1.5e-13;CP049504.1:1648256-1649602
cee0b776a3ceb89591bde490bc5ee931bb9522f6d1c4494f7c475efe0947b1f4	617f71aa8ff1ab167bb9e88e285a46c3fddf94ee4e0ddddee65161bc410dfdee	-1217	cd09639|Cas3_0_CAS-I;1.5e-13;CP049504.1:1648256-1649602
cee0b776a3ceb89591bde490bc5ee931bb9522f6d1c4494f7c475efe0947b1f4	0a150215cd3b15bc98a788652c171e206a3d2a359664fd34bc5ad866edf8ce3e	-2025	cd09639|Cas3_0_CAS-I;1.5e-13;CP049504.1:1648256-1649602
cee0b776a3ceb89591bde490bc5ee931bb9522f6d1c4494f7c475efe0947b1f4	3e441c6800e640a019f2f85ada2409cf3e7aaa7d2eadb83e6542577d76904957	-3355	cd09639|Cas3_0_CAS-I;1.5e-13;CP049504.1:1648256-1649602
cee0b776a3ceb89591bde490bc5ee931bb9522f6d1c4494f7c475efe0947b1f4	cd2e31d70516a684d4e7643aba586df75190d407af66d2a74a979feea30fec66	-5233	cd09639|Cas3_0_CAS-I;1.5e-13;CP049504.1:1648256-1649602
cee0b776a3ceb89591bde490bc5ee931bb9522f6d1c4494f7c475efe0947b1f4	e5b0b9e057f8273e7303522a6fd79ae3ad9387a5a99a12a4c2f9cdd9d6ca6066	-6062	cd09639|Cas3_0_CAS-I;1.5e-13;CP049504.1:1648256-1649602
cee0b776a3ceb89591bde490bc5ee931bb9522f6d1c4494f7c475efe0947b1f4	e44d0255a0dcf7f9e1268bd6fb5a803dbd08589413a43878db721a18fadd6197	-7020	cd09639|Cas3_0_CAS-I;1.5e-13;CP049504.1:1648256-1649602
cee0b776a3ceb89591bde490bc5ee931bb9522f6d1c4494f7c475efe0947b1f4	ad8f99cdcb59f766407cbc4ebadb3503ac89cd57d463b763c8aebd56afba9d46	-8561	cd09639|Cas3_0_CAS-I;1.5e-13;CP049504.1:1648256-1649602
cee0b776a3ceb89591bde490bc5ee931bb9522f6d1c4494f7c475efe0947b1f4	d17a6710fa282c7f86051fb560a060360f3b42bccce6a7e8f5d8900ac8ab66a8	-9335	cd09639|Cas3_0_CAS-I;1.5e-13;CP049504.1:1648256-1649602
69c10e6fd1a871527de6be8ebc5ace081ccfbc1001f8277590327419eb4c6683	d1e4982c2831e6e21917ed7ad82c8ff851b0e191aa34a40fa029656bb2485fee	9238	cd09639|Cas3_0_CAS-I;9e-08;CP049504.1:2216402-2217922
69c10e6fd1a871527de6be8ebc5ace081ccfbc1001f8277590327419eb4c6683	e5b3bdf0767f304627a3cc982eaf38dd940e9b952a0d43c276ba5b488fba7de1	7191	cd09639|Cas3_0_CAS-I;9e-08;CP049504.1:2216402-2217922
69c10e6fd1a871527de6be8ebc5ace081ccfbc1001f8277590327419eb4c6683	0c2627ad7def3717769dde0267e4db82751cfee6b040a6890ded0c7ec6d4c8ce	5496	cd09639|Cas3_0_CAS-I;9e-08;CP049504.1:2216402-2217922
69c10e6fd1a871527de6be8ebc5ace081ccfbc1001f8277590327419eb4c6683	6a036e38a808b27f32e42a9e665aa58bd376e3a9765bd0cfa5e0efe4c605ec2d	2567	cd09639|Cas3_0_CAS-I;9e-08;CP049504.1:2216402-2217922
69c10e6fd1a871527de6be8ebc5ace081ccfbc1001f8277590327419eb4c6683	6707f373898e1d355f278adb3e0817ee14c70f945b2c8de8fe7765b85f68d603	1872	cd09639|Cas3_0_CAS-I;9e-08;CP049504.1:2216402-2217922
69c10e6fd1a871527de6be8ebc5ace081ccfbc1001f8277590327419eb4c6683	24a85bf1875b6430f26a3cac5e9d024f2e85be77c589c03a7c1b5bf00142b7ef	169	cd09639|Cas3_0_CAS-I;9e-08;CP049504.1:2216402-2217922
69c10e6fd1a871527de6be8ebc5ace081ccfbc1001f8277590327419eb4c6683	347b21a208dddc12f684b158d739ba7261d7245ca5e57fc741af9d4fc2e4e564	-517	cd09639|Cas3_0_CAS-I;9e-08;CP049504.1:2216402-2217922
69c10e6fd1a871527de6be8ebc5ace081ccfbc1001f8277590327419eb4c6683	cc3e9c190811379530ec59beec475005ac364e4ca264cb31e886ab2b5361127a	-1890	cd09639|Cas3_0_CAS-I;9e-08;CP049504.1:2216402-2217922
69c10e6fd1a871527de6be8ebc5ace081ccfbc1001f8277590327419eb4c6683	1af24252a2b47b96b69fb97ae87a153a5be42eba95c0ec30835c172d366540c2	-3278	cd09639|Cas3_0_CAS-I;9e-08;CP049504.1:2216402-2217922
69c10e6fd1a871527de6be8ebc5ace081ccfbc1001f8277590327419eb4c6683	21889086e3e9bc8927b9f98489c19e1859630da96e948cd594f73be8f86af375	-4744	cd09639|Cas3_0_CAS-I;9e-08;CP049504.1:2216402-2217922
69c10e6fd1a871527de6be8ebc5ace081ccfbc1001f8277590327419eb4c6683	ca12943e40c19aff7e6316ba04889ab808ad0442f2f8900fefc83531c31cc2f3	-5009	cd09639|Cas3_0_CAS-I;9e-08;CP049504.1:2216402-2217922
